id,birth_year,last_name,category,gender,weight,height,pro_agility_l,pro_agility_r,broad_jump,vertical_jump,dash_10yd,shuttle_100yd,shuttle_150yd,shuttle_300yd,flexed_arm_hang,pull_ups,ue_watt,le_watt,demo_edu,demo_income,demo_fin_support,demo_sports_access,demo_years_org_sport,demo_race_asian,demo_race_black,demo_race_hispanic,demo_race_native,demo_race_pacific,demo_race_white,mtq1,mtq2,mtq3,mtq4,mtq5,mtq6,mtq7,mtq8,mtq9,mtq10,grt1,grt2,grt3,grt4,grt5,grt6,grt7,grt8,res1,res2,res3,res4,res5,res6,res7,res8,res9,res10,se1,se2,se3,se4,se5,se6,sms1,sms2,sms3,sms4,sms5,sms6,sms7,sms8,sms9,sms10,sms11,sms12,sms13,sms14,sms15,sms16,sms17,sms18,twc1,twc2,twc3,twc4,twc5,hst_age_first_league,hst_age_regular_hky,hst_age_supervised,hst_age_main_sport,hst_practice_hrs_band,hst_game_hrs_band,hst_hky_8plus_months,hst_multi_sport_level,hst_effort,hst_focus,hst_enjoyment,hst_camps_freq,hst_relocated,hst_injury_count_12_16,hst_days_missed_2y,hst_comp_level,hst_age_first_at_level,cog_refocus_speed,cog_stay_locked_in,sleep_hrs_band,nut_balanced_meals,nut_hydration_freq,nut_post_snack_freq,nut_knowledge_conf,nut_limiting_factors,nut_energy_mornings,cog_game_recognition,cog_puck_decision_conf,cog_decision_effectiveness,cog_pregame_anxiety,cop_breathing,cop_self_talk,cop_visualization,cop_talk_teammate_coach,cop_other,coach_comfort_asking,coach_understands_you,target_pro_success,weight_abs_impr,weight_rel_impr_pct,weight_impr_per_year,height_abs_impr,height_rel_impr_pct,height_impr_per_year,pro_agility_l_abs_impr,pro_agility_l_rel_impr_pct,pro_agility_l_impr_per_year,pro_agility_r_abs_impr,pro_agility_r_rel_impr_pct,pro_agility_r_impr_per_year,broad_jump_abs_impr,broad_jump_rel_impr_pct,broad_jump_impr_per_year,vertical_jump_abs_impr,vertical_jump_rel_impr_pct,vertical_jump_impr_per_year,dash_10yd_abs_impr,dash_10yd_rel_impr_pct,dash_10yd_impr_per_year,shuttle_100yd_abs_impr,shuttle_100yd_rel_impr_pct,shuttle_100yd_impr_per_year,shuttle_150yd_abs_impr,shuttle_150yd_rel_impr_pct,shuttle_150yd_impr_per_year,shuttle_300yd_abs_impr,shuttle_300yd_rel_impr_pct,shuttle_300yd_impr_per_year,flexed_arm_hang_abs_impr,flexed_arm_hang_rel_impr_pct,flexed_arm_hang_impr_per_year,pull_ups_abs_impr,pull_ups_rel_impr_pct,pull_ups_impr_per_year,ue_watt_abs_impr,ue_watt_rel_impr_pct,ue_watt_impr_per_year,le_watt_abs_impr,le_watt_rel_impr_pct,le_watt_impr_per_year,cat_progression,num_tests,time_span_years,ever_promoted_between_tests
Athlete_167,2004,Last167,Under 19 Girls,0,144.7,159.9,5.39,5.2,80.2,21.2,2.09,25.33,27.38,60.18,6.6,11,428,839,1,2,1,3,4,0,0,0,0,0,1,2,2,2,1,3,4,1,5,2,3,3,2,3,4,5,3,1,2,4,3,3,5,5,2,4,1,4,1,2,4,2,1,3,2,5,2,7,3,2,1,7,7,4,4,3,1,2,1,1,1,2,2,3,2,1,2,3,9,12,11,11,4,1,1,1,4,3,1,2,1,10,110,4,16,2,4,1,1,1,3,2,0,5,1,4,3,3,1,0,1,0,0,5,5,1,-3.6,-2.5,-3.6,1.4,0.9,1.4,0.31,5.8,0.312,0.25,4.9,0.253,4.1,5.1,4.11,-3.7,-17.6,-3.72,-0.012,-0.6,-0.012,-0.67,-2.6,-0.666,3.3,12,3.295,3.78,6.3,3.78,11.5,174.3,11.46,-1.2,-11.2,-1.19,-45.2,-10.6,-45.24,15.9,1.9,15.92,1,2,1,1
Athlete_168,2005,Last168,Under 15 Boys,1,178.4,152.2,4.93,5.17,77.2,17.6,1.92,25.33,31.34,64.61,18,7,520,824,3,2,0,2,5,0,0,0,0,0,1,1,5,4,3,5,5,2,1,1,4,3,3,3,5,2,5,2,1,1,4,2,3,4,1,5,4,2,4,5,2,1,1,5,1,2,3,4,4,2,4,4,6,2,6,7,4,4,1,3,7,4,2,4,4,3,3,3,9,9,12,14,5,4,0,1,2,3,4,3,1,8,56,2,17,4,4,4,1,5,2,3,1,4,4,2,5,1,0,1,0,0,0,4,3,1,-12.2,-6.8,-2.43,1.7,1.1,0.35,0.02,0.4,0.004,-0.31,-6.1,-0.063,8.9,11.6,1.78,1.7,9.6,0.34,-0.084,-4.4,-0.017,-1.08,-4.2,-0.215,-0.25,-0.8,-0.049,-1.86,-2.9,-0.371,-5.4,-30.1,-1.08,2,26.9,0.39,55,10.6,11,105.3,12.8,21.05,3,2,5,0
Athlete_169,2007,Last169,Under 15 Boys,0,137.3,200.9,5.41,5.48,75.6,8.6,1.65,22.04,31.66,44.87,15.7,5,437,1077,1,4,2,5,2,0,0,0,0,0,0,5,4,1,1,2,5,2,2,3,2,1,1,4,2,3,1,4,3,3,3,1,2,3,3,2,1,3,4,3,5,2,4,2,3,1,5,6,7,3,7,6,5,2,7,3,7,5,7,5,1,1,6,3,3,5,3,4,10,7,13,16,5,4,0,0,3,4,1,1,1,1,27,1,11,2,2,2,1,4,1,4,0,5,2,3,4,2,0,1,1,0,1,3,5,1,-7.9,-5.8,-1.59,-1.5,-0.8,-0.3,0.56,10.3,0.112,0.34,6.2,0.068,-6.8,-9,-1.37,2.4,27.7,0.48,-0.214,-13,-0.043,-0.17,-0.7,-0.033,1.07,3.4,0.214,-1.02,-2.3,-0.204,-0.9,-5.5,-0.17,-1.2,-26.3,-0.24,193.5,44.3,38.71,-27.4,-2.5,-5.47,3,1,5,1
Athlete_170,2011,Last170,Under 12 Girls,0,154.8,173.9,4.92,5,79.6,20.1,1.75,18,34.8,62.22,10.7,4,413,875,4,5,2,5,3,1,0,0,0,0,1,3,1,2,5,2,3,1,2,2,5,2,5,4,3,4,4,1,3,4,2,4,2,5,5,3,2,4,1,4,4,2,4,3,4,1,1,6,2,2,5,2,6,4,4,4,6,6,3,4,4,7,3,2,3,1,3,5,7,12,13,14,1,1,0,1,2,5,5,2,1,1,145,4,17,3,1,5,0,4,3,3,1,5,4,3,5,1,0,0,0,1,1,5,3,0,-10.7,-6.9,-1.79,1.5,0.8,0.25,-0.17,-3.4,-0.028,0.27,5.4,0.045,-3.5,-4.4,-0.59,1.6,7.8,0.26,0.205,11.7,0.034,0.8,4.4,0.133,0.43,1.2,0.072,2.03,3.3,0.339,0.9,8.6,0.15,2.8,69,0.46,53.7,13,8.95,-88.4,-10.1,-14.74,2,1,6,1
Athlete_171,2011,Last171,Bantam Minor,1,123.8,178.6,5.58,4.65,82.9,13.4,1.67,25.33,27.58,61.79,11.9,5,508,683,3,4,1,2,1,0,0,0,0,0,1,5,4,2,5,3,3,5,1,4,1,1,4,5,3,3,4,1,1,4,3,3,4,2,2,3,1,4,1,1,1,2,5,2,5,5,3,2,6,4,1,1,2,3,1,2,7,5,5,3,6,1,5,3,5,2,5,5,6,10,14,14,2,2,1,1,2,3,5,3,0,10,167,5,10,2,4,2,0,4,4,1,1,3,5,1,1,4,0,0,1,1,0,4,4,0,6.7,5.4,6.66,-5.2,-2.9,-5.17,-0.12,-2.2,-0.123,0,-0.1,-0.003,11.9,14.3,11.87,0.6,4.7,0.63,0.137,8.2,0.137,0.12,0.5,0.121,-0.7,-2.6,-0.703,1.4,2.3,1.403,-15,-126,-15.04,-2.1,-43.3,-2.12,114.3,22.5,114.25,202.9,29.7,202.95,2,2,1,1
Athlete_172,2009,Last172,Peewee Major,0,129.1,176.8,5.65,4.65,66.4,23.2,1.81,23.68,38.67,54.32,42.4,14,503,839,5,1,0,5,2,1,0,0,0,0,1,2,5,3,1,5,3,1,5,4,4,1,2,3,5,1,3,2,4,4,5,1,3,5,3,2,5,2,5,2,3,5,1,5,4,7,2,3,2,7,6,3,4,2,1,1,7,6,4,6,1,1,3,1,3,4,3,5,7,11,13,9,4,2,1,0,5,5,2,3,1,7,24,3,13,5,2,3,0,3,2,2,0,5,2,1,2,4,1,1,1,1,0,2,2,1,-10.5,-8.2,-10.53,0.9,0.5,0.88,-0.26,-4.5,-0.257,-0.33,-7.1,-0.33,-0.8,-1.2,-0.78,0.5,2.2,0.51,-0.281,-15.5,-0.281,-0.4,-1.7,-0.403,1.05,2.7,1.049,2.75,5.1,2.747,-17,-40.2,-17.03,2.1,15,2.07,140.4,27.9,140.35,-10,-1.2,-9.97,1,2,1,0
Athlete_173,2008,Last173,Squirt Major,0,136.9,191.7,5.56,5.08,56.2,19.4,1.86,24.33,36.63,75.61,42.6,9,420,1283,2,3,1,1,1,0,0,0,0,0,0,2,1,2,2,5,1,2,1,5,3,1,4,3,1,3,4,3,2,2,5,2,1,5,4,1,1,5,5,3,2,2,3,3,4,3,5,6,2,4,6,7,5,6,1,2,6,6,3,2,6,2,6,4,1,2,1,5,5,10,8,13,5,5,1,0,1,2,2,2,0,4,94,4,11,1,2,5,1,4,5,4,1,2,4,4,4,2,1,1,0,1,0,5,1,1,14.3,10.4,2.85,0.9,0.5,0.17,-0.38,-6.8,-0.076,0.16,3.2,0.032,-0.3,-0.5,-0.06,-5.4,-28,-1.09,-0.236,-12.7,-0.047,1.42,5.8,0.284,1.68,4.6,0.335,0.02,0,0.004,-2.1,-5,-0.43,-4.1,-45.1,-0.83,135.2,32.2,27.03,201.7,15.7,40.33,1,2,5,0
Athlete_174,2008,Last174,Bantam Minor,0,204.4,173.4,5.41,5.8,83.5,21.2,1.83,25.33,35.94,55.34,51.9,7,493,619,2,4,1,2,1,0,0,0,0,0,0,5,5,2,5,5,3,5,5,3,2,2,5,2,3,3,1,2,4,4,5,5,5,3,2,5,4,5,2,4,2,1,3,4,5,3,3,6,6,7,1,5,1,4,7,3,1,3,7,4,6,4,3,1,2,2,5,2,9,9,9,14,4,1,0,1,2,2,4,2,0,2,183,2,10,1,1,3,0,3,3,5,0,3,2,3,1,2,0,0,1,0,1,1,4,1,0.4,0.2,0.07,-0.1,-0.1,-0.02,0.07,1.3,0.014,0.2,3.4,0.04,13.9,16.6,2.77,0,-0.2,-0.01,0.258,14.1,0.052,1.37,5.4,0.274,0.03,0.1,0.007,-0.18,-0.3,-0.035,-13.4,-25.7,-2.67,0.9,11.5,0.17,10.6,2.2,2.12,352.9,57,70.58,0,3,5,0
Athlete_175,2004,Last175,Bantam Major,0,139.8,184.6,5.45,5.52,60.7,23.1,1.72,24.11,29.77,48.08,40.9,8,512,732,5,1,0,2,2,0,0,0,0,0,1,2,2,2,4,3,3,5,5,2,3,1,3,1,5,2,3,5,2,1,2,4,4,3,4,5,5,3,5,4,2,3,5,5,4,4,3,3,3,4,5,5,7,3,7,5,2,6,7,1,7,6,6,5,4,2,2,2,7,8,14,8,5,2,1,1,2,2,1,3,0,5,158,2,12,2,4,4,1,5,2,5,1,4,5,3,2,2,1,1,1,1,0,1,3,1,-1.8,-1.3,-1.81,-4.2,-2.3,-4.22,-0.32,-5.9,-0.321,0.51,9.3,0.511,10.6,17.5,10.64,3.1,13.3,3.08,-0.167,-9.7,-0.167,-1.64,-6.8,-1.638,0.77,2.6,0.772,-1.48,-3.1,-1.478,-0.5,-1.2,-0.51,7.8,95.8,7.77,-57.1,-11.1,-57.05,-165.3,-22.6,-165.27,0,3,1,0
Athlete_176,2007,Last176,Bantam Major,1,136.8,157.7,4.12,4.92,83.1,17.3,1.69,19.95,38.67,58.84,22.5,6,435,598,2,2,0,1,2,0,0,0,0,0,0,3,3,4,3,1,2,2,1,1,2,1,5,3,1,3,3,2,1,4,2,1,2,2,2,3,5,2,2,1,2,1,3,4,1,2,5,2,1,3,1,2,7,2,3,5,7,4,5,5,3,2,7,5,2,2,3,3,4,6,14,10,5,4,0,1,3,5,4,3,0,0,8,5,16,3,3,1,0,4,2,4,1,1,1,1,2,5,0,1,1,0,0,1,3,1,12.1,8.9,4.04,-0.4,-0.3,-0.13,0.09,2.2,0.03,-0.18,-3.7,-0.06,1.7,2,0.57,-4.4,-25.3,-1.46,-0.008,-0.4,-0.003,-1.19,-6,-0.397,4.31,11.1,1.436,-4.72,-8,-1.573,12.3,54.8,4.11,-3.1,-53.9,-1.04,117.5,27,39.16,89.8,15,29.92,3,2,3,1
Athlete_177,2011,Last177,Under 15 Boys,1,135.9,153.3,5.53,5.56,81.7,24,1.92,18.05,31.01,40,45.9,8,409,886,5,3,1,4,4,0,0,0,0,0,0,1,4,2,4,5,2,5,4,2,2,2,2,2,3,4,5,1,5,3,2,3,4,3,2,2,3,5,5,1,1,3,1,3,5,4,4,6,7,5,2,3,3,3,2,3,3,5,4,6,1,1,6,3,5,3,2,1,8,6,10,14,4,2,1,2,3,2,3,3,0,5,176,1,17,3,4,5,0,5,1,3,1,1,5,3,2,4,0,1,1,0,0,3,5,0,-4.6,-3.4,-2.3,-3.1,-2.1,-1.57,-0.2,-3.5,-0.098,0.46,8.3,0.23,17.9,21.9,8.95,1.8,7.4,0.88,-0.195,-10.2,-0.098,-0.95,-5.3,-0.477,-1.32,-4.3,-0.66,-1.31,-3.3,-0.654,-3.4,-7.3,-1.68,-1.5,-18.5,-0.73,90.7,22.2,45.34,-42.1,-4.7,-21.04,2,4,2,1
Athlete_178,2007,Last178,Squirt Minor,0,145.9,187.1,5.09,4.72,93.8,26.1,1.79,23.77,38.67,68.19,20.5,8,483,517,1,1,2,4,4,1,0,0,0,0,1,1,4,3,2,5,3,2,3,1,2,3,1,5,4,4,4,4,2,1,5,5,4,3,5,5,3,3,4,3,3,4,4,3,4,6,5,7,1,3,2,3,6,5,5,2,1,2,7,6,1,5,2,3,3,2,2,3,6,7,12,12,2,1,1,0,4,3,2,1,0,10,166,4,11,5,4,5,0,4,5,5,1,3,2,4,3,3,0,0,1,0,1,2,1,1,-3.9,-2.7,-0.97,4,2.1,1,0.31,6.1,0.078,-0.11,-2.3,-0.027,-14.9,-15.8,-3.71,2.8,10.8,0.71,0.063,3.5,0.016,-0.25,-1,-0.062,-0.29,-0.8,-0.073,2.95,4.3,0.737,8.5,41.4,2.12,3,38.4,0.76,-41.1,-8.5,-10.27,63.3,12.2,15.83,2,1,4,0
Athlete_179,2005,Last179,Peewee Minor,1,166.4,187.7,5.24,5.59,100,21.9,2.12,20.46,36.67,63.48,24.4,11,602,910,3,2,0,5,1,0,0,0,0,0,0,2,5,4,5,3,1,2,5,5,3,4,3,5,5,3,1,4,5,3,4,1,3,2,1,2,5,3,1,2,4,5,3,5,4,6,1,6,4,7,4,2,7,2,4,7,3,5,4,3,1,5,5,3,5,5,1,4,10,12,10,8,3,2,0,2,2,4,5,3,1,0,21,2,17,5,3,5,0,5,3,2,0,2,3,2,2,5,0,0,1,1,1,5,3,1,6.9,4.1,1.15,-0.9,-0.5,-0.16,-0.77,-14.7,-0.128,0.15,2.7,0.025,-1.1,-1.1,-0.19,9.3,42.5,1.55,-0.149,-7,-0.025,0.14,0.7,0.024,0.88,2.4,0.147,-0.29,-0.5,-0.049,25.7,105.1,4.28,-3,-28.1,-0.5,165,27.4,27.51,-331,-36.4,-55.16,0,4,6,1
Athlete_180,2005,Last180,Squirt Major,0,154.7,176.1,5.09,5.03,84.4,26.5,1.69,24.78,28.79,52.04,12.1,12,660,988,5,2,0,5,3,0,1,0,0,0,1,2,4,1,2,2,3,2,5,1,1,5,4,5,1,2,1,2,2,4,4,2,5,5,2,3,2,5,1,5,3,5,2,3,2,3,4,5,6,2,7,1,7,4,1,3,7,3,5,1,4,1,7,4,1,3,2,3,9,11,14,14,3,4,0,0,4,5,2,3,1,1,39,1,10,2,1,2,1,4,5,2,0,3,4,4,2,5,1,0,0,1,0,4,2,0,6.5,4.2,2.16,-0.7,-0.4,-0.23,0.12,2.4,0.04,-0.04,-0.7,-0.012,-5.8,-6.9,-1.94,-0.2,-0.7,-0.06,-0.114,-6.8,-0.038,-0.11,-0.4,-0.035,0.02,0.1,0.007,0.5,1,0.168,-6.4,-53.3,-2.14,-6.7,-57,-2.22,-77.9,-11.8,-25.98,93.2,9.4,31.07,2,3,3,1
Athlete_181,2009,Last181,Peewee Major,1,201.4,172.7,4.64,5.49,73.4,16.8,1.91,20.11,30.56,60.4,48,1,529,604,1,2,2,1,4,0,0,1,0,0,0,4,4,4,5,1,4,5,5,1,2,4,1,1,5,1,5,2,1,1,4,1,5,4,4,1,1,5,5,3,1,5,3,3,2,7,4,6,3,5,5,2,2,3,2,4,1,6,4,2,6,7,6,3,3,3,3,3,10,7,8,13,5,1,1,0,4,3,4,1,1,10,143,1,16,3,5,4,0,2,3,2,1,5,3,2,5,5,1,0,1,1,0,2,2,0,-10.9,-5.4,-1.81,-0.4,-0.2,-0.07,0.01,0.2,0.002,0.02,0.4,0.003,13.7,18.7,2.28,-0.9,-5.4,-0.15,-0.211,-11.1,-0.035,0.05,0.2,0.008,-1.21,-4,-0.202,3.57,5.9,0.594,21,43.7,3.5,-4.6,-312.9,-0.77,-117.2,-22.2,-19.53,-119.3,-19.7,-19.89,4,1,6,1
Athlete_182,2004,Last182,Squirt Major,0,155.3,172,4.98,5.43,65.9,24.5,1.81,22.86,38.67,59.75,44.8,9,464,586,1,5,1,4,2,0,0,1,0,0,0,5,4,5,2,4,3,3,4,2,3,5,1,2,3,5,4,5,1,4,1,4,3,2,5,5,5,1,1,2,3,2,2,2,3,3,6,2,2,7,6,7,2,6,1,5,2,7,3,1,6,5,5,5,4,4,3,5,5,10,8,8,2,5,0,0,4,3,4,3,0,10,188,3,18,3,1,2,0,4,5,5,0,5,1,2,1,2,1,1,1,1,1,2,1,0,23.7,15.2,4.74,1.4,0.8,0.28,0,-0.1,-0.001,0.43,7.9,0.085,14.7,22.3,2.94,-4.7,-19.2,-0.94,0.364,20.2,0.073,0.43,1.9,0.085,-0.71,-1.8,-0.142,-2.78,-4.7,-0.556,-12.2,-27.2,-2.44,0.9,9.7,0.17,-1.5,-0.3,-0.31,48.4,8.3,9.68,2,4,5,0
Athlete_183,2011,Last183,Under 16 Boys,1,186.2,161.7,5.46,5.07,70.5,21.3,1.69,19.52,36.39,71.27,22.7,14,498,517,3,3,0,2,2,0,0,0,0,0,1,4,1,5,1,1,1,2,4,1,1,2,4,2,4,5,2,4,4,3,1,4,3,3,2,4,1,3,1,5,4,3,5,1,3,6,5,2,6,1,5,6,7,2,2,3,2,6,3,6,2,5,6,1,1,1,2,3,6,9,10,11,4,3,1,2,3,3,2,2,0,9,142,3,11,3,1,4,1,4,5,5,1,1,2,2,4,4,1,1,1,0,0,3,1,0,4.8,2.6,1.6,0.1,0.1,0.04,-0.19,-3.6,-0.065,-0.2,-4,-0.068,-5.1,-7.2,-1.7,-4.2,-20,-1.42,0.498,29.4,0.166,-1.32,-6.8,-0.439,-0.33,-0.9,-0.11,0.94,1.3,0.312,-16.9,-74.4,-5.62,3.6,26.3,1.19,-126.1,-25.3,-42.03,69.1,13.4,23.04,4,1,3,0
Athlete_184,2011,Last184,Squirt Minor,1,156.9,188.5,5.77,5.31,80.5,15.1,1.99,22.83,31.76,50.26,25,4,775,809,5,4,2,5,3,1,0,1,0,0,1,3,5,1,3,3,2,1,1,1,5,1,1,1,4,5,4,1,1,3,2,4,1,1,4,4,4,1,1,1,5,5,3,2,5,7,7,2,2,2,3,3,7,5,7,2,4,5,6,1,6,4,4,4,5,1,3,4,5,12,10,13,1,4,1,2,3,4,3,3,1,10,44,1,13,3,4,2,1,1,3,1,1,1,3,4,5,2,1,1,1,1,0,3,2,0,-13.4,-8.6,-6.72,1.4,0.7,0.7,0.52,9,0.259,0.24,4.5,0.12,0.9,1.2,0.47,-6.3,-42.1,-3.17,0.044,2.2,0.022,-2.22,-9.7,-1.111,-0.39,-1.2,-0.195,-1.73,-3.4,-0.864,2.6,10.4,1.3,0.6,14.3,0.28,-10.9,-1.4,-5.46,126.9,15.7,63.45,2,1,2,1
Athlete_185,2008,Last185,Under 16 Girls,0,165.1,177.9,4.95,4.75,55.2,19.6,1.82,22.58,33.2,44.7,30.2,7,633,518,3,2,0,3,1,0,0,0,0,1,0,3,5,4,2,4,3,2,4,1,2,5,2,1,1,4,3,2,3,4,3,2,5,5,5,4,5,5,5,2,5,5,3,2,4,1,7,3,6,7,6,4,2,3,5,7,5,1,5,2,5,1,4,3,5,5,2,2,10,9,14,14,3,3,0,2,5,4,4,3,1,0,189,4,14,2,3,1,0,3,3,3,1,3,4,1,3,1,1,0,0,0,0,1,2,0,-2.6,-1.6,-2.63,-2.7,-1.5,-2.74,-0.13,-2.6,-0.128,-0.08,-1.7,-0.083,8.6,15.5,8.57,-7,-35.9,-7.01,0.129,7.1,0.129,0.27,1.2,0.27,0.1,0.3,0.101,3.22,7.2,3.222,-2.4,-7.9,-2.39,0.5,6.9,0.49,-1.5,-0.2,-1.53,8,1.6,8.03,1,1,1,1
Athlete_186,2007,Last186,Bantam Major,1,113.9,176.1,4.84,5.15,80.9,17.3,1.67,25.33,33.18,38.58,32.6,9,367,642,5,1,2,3,1,0,0,0,0,0,0,1,3,3,2,5,1,3,3,1,2,3,3,3,4,3,5,5,5,2,5,1,1,4,5,5,1,2,4,3,2,1,2,2,1,6,1,5,2,7,7,1,5,7,1,7,6,4,6,2,1,7,4,1,5,1,3,2,10,9,13,8,5,1,1,2,2,4,5,3,1,4,35,4,14,2,2,4,1,5,1,5,0,5,3,4,2,2,0,1,0,1,1,1,2,0,8.4,7.4,4.19,3,1.7,1.5,0.12,2.5,0.061,-0.01,-0.3,-0.007,4.6,5.6,2.28,2.8,16.4,1.42,0.111,6.6,0.055,1.23,4.8,0.613,2.42,7.3,1.208,-4.38,-11.3,-2.189,-21.6,-66.1,-10.78,3.5,40.3,1.76,-53,-14.4,-26.48,51.7,8.1,25.85,3,3,2,1
Athlete_187,2010,Last187,Bantam Minor,1,146.8,174.5,5.78,5.62,79.9,17.2,1.76,25.33,29.29,52.9,42.3,12,495,693,1,2,0,1,5,0,0,0,0,0,0,1,1,2,5,2,3,1,3,4,3,3,1,1,3,2,1,2,3,4,5,5,1,1,5,4,1,5,3,1,5,1,1,4,4,3,5,4,3,2,3,6,7,5,4,3,2,6,7,5,5,1,4,5,2,1,1,1,8,8,11,9,1,3,1,2,1,3,1,3,1,1,200,3,17,5,3,3,1,3,4,3,1,2,1,5,5,3,1,1,1,0,1,3,1,0,1.3,0.9,0.44,-1.5,-0.9,-0.5,-0.08,-1.5,-0.028,-0.21,-3.8,-0.071,2.1,2.6,0.7,0,0.2,0.01,0.003,0.2,0.001,0.17,0.7,0.056,0.36,1.2,0.121,-1.12,-2.1,-0.372,18.9,44.7,6.31,0.2,1.4,0.06,11.3,2.3,3.76,-36.3,-5.2,-12.11,4,2,3,1
Athlete_188,2008,Last188,Squirt Minor,1,148.3,182.6,4.85,6.51,87.7,20.4,1.94,23.36,31.58,42.41,30.6,10,427,626,2,1,1,5,4,0,0,1,0,0,0,3,4,3,3,3,2,5,2,1,2,5,4,1,3,5,1,5,1,2,2,1,5,4,1,4,3,5,1,5,5,2,3,1,1,5,3,6,2,4,4,4,5,1,4,2,3,3,2,2,6,5,2,1,1,1,2,4,8,12,9,15,2,2,1,2,3,2,5,2,1,0,75,4,13,3,2,3,0,2,3,1,1,2,1,2,5,4,0,1,0,1,1,3,5,1,7.7,5.2,2.57,2,1.1,0.68,-0.11,-2.3,-0.038,0.05,0.8,0.018,9.1,10.4,3.05,1.3,6.3,0.43,-0.015,-0.8,-0.005,-0.44,-1.9,-0.147,-0.54,-1.7,-0.181,-1.58,-3.7,-0.527,12.5,40.9,4.17,4.3,41.2,1.43,-120.4,-28.2,-40.15,-214.4,-34.3,-71.46,3,1,3,1
Athlete_189,2007,Last189,Peewee Minor,1,143.9,176.1,6.03,5.46,76,25.2,1.63,21.34,29.74,53.9,35.6,7,450,1007,4,1,2,4,5,1,0,0,0,0,1,1,3,4,4,3,4,1,5,1,4,3,2,2,4,5,3,2,5,3,1,3,1,1,5,1,4,5,4,1,4,2,5,3,4,6,2,5,3,4,4,1,5,6,5,7,5,4,4,7,6,4,3,5,2,1,5,1,4,7,12,16,4,1,1,2,1,3,1,3,1,5,107,2,14,2,2,4,1,2,1,5,0,3,2,1,3,4,0,0,1,0,1,1,4,0,22.8,15.8,7.6,0.6,0.3,0.19,0.02,0.3,0.007,-0.59,-10.8,-0.197,18.3,24.1,6.09,-6.2,-24.7,-2.07,-0.067,-4.1,-0.022,0.54,2.5,0.179,1.07,3.6,0.355,-1.07,-2,-0.357,-14.3,-40.1,-4.76,4.7,66,1.58,-220.1,-48.9,-73.37,-83.3,-8.3,-27.78,2,4,3,0
Athlete_190,2006,Last190,Under 15 Boys,0,96.2,178.9,5.22,5.22,81.2,18.4,1.99,25.33,30.67,58.71,7.1,10,262,1197,4,2,2,5,1,0,0,0,0,0,1,4,3,5,3,3,4,5,3,4,2,3,1,1,1,4,1,4,5,5,4,2,5,2,4,1,4,5,2,4,1,2,1,1,1,3,1,4,2,3,1,1,7,5,3,1,1,1,3,4,6,2,2,5,4,5,2,4,5,6,11,10,3,2,0,2,2,4,1,1,0,1,162,3,14,2,5,4,0,1,2,2,0,1,5,2,2,4,1,0,1,1,1,5,3,0,8.5,8.8,1.41,2.9,1.6,0.49,0.2,3.8,0.033,-0.08,-1.5,-0.013,0.7,0.9,0.12,-7.9,-43.3,-1.32,0.152,7.6,0.025,-0.35,-1.4,-0.058,1,3.3,0.166,-1.72,-2.9,-0.286,-2.9,-41.2,-0.49,-0.6,-6.4,-0.11,85.2,32.5,14.2,-66.3,-5.5,-11.05,-1,1,6,0
Athlete_191,2007,Last191,Under 15 Boys,1,172,156,4.85,4.78,71.2,20.6,1.9,25,34.25,51.69,25.1,12,506,517,3,2,2,3,2,0,0,1,0,0,0,2,1,5,1,2,2,4,1,4,3,4,4,2,3,2,3,2,4,3,3,5,4,4,4,5,1,1,4,5,1,2,1,4,4,2,6,5,5,2,2,5,3,3,3,7,2,3,1,5,7,3,4,5,5,1,5,3,9,10,11,14,2,2,1,1,5,3,5,2,0,2,107,2,12,4,1,3,1,4,4,1,1,5,2,2,2,2,0,0,0,0,0,1,4,1,19.2,11.2,4.81,-0.3,-0.2,-0.08,-0.34,-7,-0.085,0.29,6.1,0.073,-11,-15.5,-2.76,-6.9,-33.8,-1.74,-0.233,-12.3,-0.058,-1.33,-5.3,-0.333,-1.58,-4.6,-0.396,5.4,10.4,1.349,-1.2,-4.7,-0.3,4.1,33.6,1.02,96,19,23.99,-42.4,-8.2,-10.59,4,2,4,1
Athlete_192,2010,Last192,Under 18 Boys,1,140.3,176.1,5.59,5.61,74.4,12.7,1.76,25.33,28.55,47.55,2.7,10,309,595,4,2,1,2,2,0,0,1,0,0,1,4,5,3,2,2,3,4,2,1,5,4,1,1,5,3,5,2,2,1,2,1,1,4,4,1,5,3,5,2,3,4,4,1,1,3,7,7,7,1,6,6,6,7,4,1,2,5,1,3,4,1,1,4,2,1,5,2,6,6,14,9,1,4,0,2,5,5,5,2,0,0,112,5,11,2,3,5,0,2,5,5,1,2,3,2,5,3,0,0,1,1,1,2,1,1,6,4.3,2.98,-4.3,-2.4,-2.14,-0.15,-2.6,-0.073,0.24,4.3,0.122,-1.5,-2,-0.73,6.5,51.1,3.24,-0.158,-9,-0.079,-0.41,-1.6,-0.203,-0.89,-3.1,-0.446,-0.73,-1.5,-0.363,-18.2,-672.4,-9.1,2.4,24.9,1.2,89.1,28.8,44.53,28.3,4.8,14.15,1,3,2,0
