id,birth_year,ct,gender,category,weight,height,pro_agility_l,pro_agility_r,broad_jump,vertical_jump,dash_10yd,shuttle_100yd,shuttle_150yd,shuttle_300yd,flexed_arm_hang,pull_ups,ue_watt,le_watt,age,demo_edu,demo_income,demo_fin_support,demo_sports_access,demo_years_org_sport,demo_race_asian,demo_race_black,demo_race_hispanic,demo_race_native,demo_race_pacific,demo_race_white,mtq1,mtq2,mtq3,mtq4,mtq5,mtq6,mtq7,mtq8,mtq9,mtq10,grt1,grt2,grt3,grt4,grt5,grt6,grt7,grt8,res1,res2,res3,res4,res5,res6,res7,res8,res9,res10,se1,se2,se3,se4,se5,se6,sms1,sms2,sms3,sms4,sms5,sms6,sms7,sms8,sms9,sms10,sms11,sms12,sms13,sms14,sms15,sms16,sms17,sms18,twc1,twc2,twc3,twc4,twc5,hst_age_first_league,hst_age_regular_hky,hst_age_supervised,hst_age_main_sport,hst_practice_hrs_band,hst_game_hrs_band,hst_hky_8plus_months,hst_multi_sport_level,hst_effort,hst_focus,hst_enjoyment,hst_camps_freq,hst_relocated,cog_refocus_speed,cog_stay_locked_in,sleep_hrs_band,nut_balanced_meals,nut_hydration_freq,nut_post_snack_freq,nut_knowledge_conf,nut_limiting_factors,nut_energy_mornings,cog_game_recognition,cog_puck_decision_conf,cog_decision_effectiveness,cog_pregame_anxiety,coach_comfort_asking,coach_understands_you,weight_abs_impr,weight_rel_impr_pct,weight_impr_per_year,height_abs_impr,height_rel_impr_pct,height_impr_per_year,pro_agility_l_abs_impr,pro_agility_l_rel_impr_pct,pro_agility_l_impr_per_year,pro_agility_r_abs_impr,pro_agility_r_rel_impr_pct,pro_agility_r_impr_per_year,broad_jump_abs_impr,broad_jump_rel_impr_pct,broad_jump_impr_per_year,vertical_jump_abs_impr,vertical_jump_rel_impr_pct,vertical_jump_impr_per_year,dash_10yd_abs_impr,dash_10yd_rel_impr_pct,dash_10yd_impr_per_year,shuttle_100yd_abs_impr,shuttle_100yd_rel_impr_pct,shuttle_100yd_impr_per_year,shuttle_150yd_abs_impr,shuttle_150yd_rel_impr_pct,shuttle_150yd_impr_per_year,shuttle_300yd_abs_impr,shuttle_300yd_rel_impr_pct,shuttle_300yd_impr_per_year,flexed_arm_hang_abs_impr,flexed_arm_hang_rel_impr_pct,flexed_arm_hang_impr_per_year,pull_ups_abs_impr,pull_ups_rel_impr_pct,pull_ups_impr_per_year,ue_watt_abs_impr,ue_watt_rel_impr_pct,ue_watt_impr_per_year,le_watt_abs_impr,le_watt_rel_impr_pct,le_watt_impr_per_year,category_progression,num_tests,ever_promoted_between_tests,target_pro_success
Athlete 157,2005,Bantam Major,2,6,,66,4.56,4.57,89,23,1.75,,30.33,,61,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,0,0
Athlete 158,2005,Bantam Major,2,6,,65,4.5,4.52,90,26,1.82,,29.67,,51,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,11.61%,8.95,6.5,10.00%,3.25,0.4,9.76%,0.2,0.39,9.44%,0.2,19,21.11%,9.5,7,26.92%,3.5,0.2,12.35%,0.1,0,0.00%,0,0.67,2.28%,0.34,0,0.00%,0,25,96.15%,12.5,0,0.00%,0,0,0.00%,0,0,0.00%,0,2,4,1,0
Athlete 158,2005,Under 15 Boys,1,5,154.2,70,4.38,4.19,104,30.5,1.72,,30,,41,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,11.61%,8.95,6.5,10.00%,3.25,0.4,9.76%,0.2,0.39,9.44%,0.2,19,21.11%,9.5,7,26.92%,3.5,0.2,12.35%,0.1,0,0.00%,0,0.67,2.28%,0.34,0,0.00%,0,25,96.15%,12.5,0,0.00%,0,0,0.00%,0,0,0.00%,0,2,4,1,0
Athlete 158,2005,Under 16 Boys,1,6,163,71,4.1,4.13,106,33,1.62,,29.33,,26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,11.61%,8.95,6.5,10.00%,3.25,0.4,9.76%,0.2,0.39,9.44%,0.2,19,21.11%,9.5,7,26.92%,3.5,0.2,12.35%,0.1,0,0.00%,0,0.67,2.28%,0.34,0,0.00%,0,25,96.15%,12.5,0,0.00%,0,0,0.00%,0,0,0.00%,0,2,4,1,0
Athlete 158,2005,Under 18 Boys,1,7,172.1,71.5,4.16,4.18,109,32.5,1.65,,29.33,,40,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,11.61%,8.95,6.5,10.00%,3.25,0.4,9.76%,0.2,0.39,9.44%,0.2,19,21.11%,9.5,7,26.92%,3.5,0.2,12.35%,0.1,0,0.00%,0,0.67,2.28%,0.34,0,0.00%,0,25,96.15%,12.5,0,0.00%,0,0,0.00%,0,0,0.00%,0,2,4,1,0
Athlete 159,2005,Bantam Major,2,6,,67,4.64,4.6,94,,1.7,20,,,47,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,0,0
Athlete 16,2002,Under 19 Girls,0,7,,,,,,,,18.96,,,17,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,0,0
Athlete 160,2005,Bantam Major,2,6,,67.5,4.49,4.52,87,25,1.83,,,60.3,,21,540,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,1.63%,3.4,1.75,2.59%,1.75,0.21,4.83%,0.21,0.26,6.10%,0.26,4,4.60%,4,1.5,6.25%,1.5,0.23,14.38%,0.23,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,5,31.25%,5,77,14.26%,77,184,14.67%,184,1,3,1,0
Athlete 160,2005,Under 15 Boys,1,5,209,69.25,4.56,4.26,91,24,1.69,,,,,16,617,"1,438.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,1.63%,3.4,1.75,2.59%,1.75,0.21,4.83%,0.21,0.26,6.10%,0.26,4,4.60%,4,1.5,6.25%,1.5,0.23,14.38%,0.23,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,5,31.25%,5,77,14.26%,77,184,14.67%,184,1,3,1,0
Athlete 160,2005,Under 16 Boys,1,6,212.4,69,4.35,4.28,90,25.5,1.6,,31.33,,40,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,1.63%,3.4,1.75,2.59%,1.75,0.21,4.83%,0.21,0.26,6.10%,0.26,4,4.60%,4,1.5,6.25%,1.5,0.23,14.38%,0.23,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,5,31.25%,5,77,14.26%,77,184,14.67%,184,1,3,1,0
Athlete 161,2005,Bantam Major,2,6,,68.75,4.52,4.46,83,23,1.75,,32,,42,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,1.25,1.82%,1.25,0.28,6.60%,0.28,0.19,4.45%,0.19,11,13.25%,11,0.5,2.17%,0.5,0.03,1.74%,0.03,0,0.00%,0,0.33,1.04%,0.33,0,0.00%,0,20,90.91%,20,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,2,1,0
Athlete 161,2005,Under 15 Boys,1,5,172.1,70,4.24,4.27,94,23.5,1.72,,31.67,,22,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,1.25,1.82%,1.25,0.28,6.60%,0.28,0.19,4.45%,0.19,11,13.25%,11,0.5,2.17%,0.5,0.03,1.74%,0.03,0,0.00%,0,0.33,1.04%,0.33,0,0.00%,0,20,90.91%,20,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,2,1,0
Athlete 162,2005,Under 18 Boys,1,7,178.3,72,4.64,4.79,86,21.5,1.8,19.33,,,28,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,0,0
Athlete 163,2005,Bantam Major,2,6,,66.5,4.49,4.43,94,28,1.71,,,66.33,26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,0,0
Athlete 164,2005,Under 18 Boys,1,7,142.3,72.5,4.5,4.55,104,27,1.65,,35,,35,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,0,0
Athlete 165,2005,Under 16 Girls,0,6,160.2,66.75,5.19,5.22,77,18,1.92,,29.33,,45,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,4.64%,7.1,0.25,0.38%,0.25,0.27,5.49%,0.27,0.24,4.82%,0.24,3,3.90%,3,1.5,8.33%,1.5,0.07,3.65%,0.07,0,0.00%,0,0,0.00%,0,0,0.00%,0,4,9.76%,4,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,2,1,0
Athlete 165,2005,Under 19 Girls,0,7,153.1,66.5,4.92,4.98,80,19.5,1.99,,,,41,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,4.64%,7.1,0.25,0.38%,0.25,0.27,5.49%,0.27,0.24,4.82%,0.24,3,3.90%,3,1.5,8.33%,1.5,0.07,3.65%,0.07,0,0.00%,0,0,0.00%,0,0,0.00%,0,4,9.76%,4,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,2,1,0
Athlete 166,2005,Bantam Major,2,6,,64.5,4.75,4.65,93,24.5,1.76,20.67,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,4,6.20%,4,0.43,9.95%,0.43,0.43,10.19%,0.43,6.5,6.99%,6.5,3,12.24%,3,0.11,6.67%,0.11,0.33,1.60%,0.33,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,2,1,0
Athlete 166,2005,Under 15 Boys,1,5,145.7,68.5,4.32,4.22,99.5,27.5,1.65,21,,,18,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,4,6.20%,4,0.43,9.95%,0.43,0.43,10.19%,0.43,6.5,6.99%,6.5,3,12.24%,3,0.11,6.67%,0.11,0.33,1.60%,0.33,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,2,1,0
Athlete 168,2005,Under 19 Girls,0,7,129.1,63.5,4.99,4.84,83,17.5,1.84,,,,35,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,0,0
Athlete 169,2005,Bantam Major,2,6,,65.5,4.4,4.46,93,,1.75,,,66.67,26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,0,0
Athlete 17,2002,Under 18 Boys,1,7,142,65.5,4.32,4.24,99,29.5,1.6,,28.33,,53,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,0,0
Athlete 170,2005,Under 14 Girls,0,4,,,4.77,4.79,,,,,31.67,,46,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0.07,1.49%,0.03,0.29,6.44%,0.15,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1.33,4.21%,0.67,0,0.00%,0,41,820.00%,20.5,0,0.00%,0,0,0.00%,0,0,0.00%,0,2,2,1,0
Athlete 170,2005,Under 16 Girls,0,6,134.2,66,4.7,4.5,86,,,,33,,5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0.07,1.49%,0.03,0.29,6.44%,0.15,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1.33,4.21%,0.67,0,0.00%,0,41,820.00%,20.5,0,0.00%,0,0,0.00%,0,0,0.00%,0,2,2,1,0
Athlete 171,2005,Bantam Major,2,6,,71,4.44,4.34,99,25.5,1.62,,,60.33,,11,389,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,6.17%,5.35,1.5,2.11%,0.75,0.43,10.72%,0.22,0.31,7.69%,0.16,6,6.06%,3,1,3.92%,0.5,0.1,6.58%,0.05,0,0.00%,0,5.66,22.06%,2.83,3.33,5.84%,1.67,33,132.00%,16.5,2,18.18%,1,79,20.31%,39.5,87,11.92%,43.5,2,4,1,0
Athlete 171,2005,Under 15 Boys,1,5,173.4,71.75,4.3,4.28,103,26,1.61,,25.67,,58,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,6.17%,5.35,1.5,2.11%,0.75,0.43,10.72%,0.22,0.31,7.69%,0.16,6,6.06%,3,1,3.92%,0.5,0.1,6.58%,0.05,0,0.00%,0,5.66,22.06%,2.83,3.33,5.84%,1.67,33,132.00%,16.5,2,18.18%,1,79,20.31%,39.5,87,11.92%,43.5,2,4,1,0
Athlete 171,2005,Under 16 Boys,1,6,184.1,72.5,4.01,4.03,103,26.5,1.52,,,57,,13,468,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,6.17%,5.35,1.5,2.11%,0.75,0.43,10.72%,0.22,0.31,7.69%,0.16,6,6.06%,3,1,3.92%,0.5,0.1,6.58%,0.05,0,0.00%,0,5.66,22.06%,2.83,3.33,5.84%,1.67,33,132.00%,16.5,2,18.18%,1,79,20.31%,39.5,87,11.92%,43.5,2,4,1,0
Athlete 171,2005,Under 18 Boys,1,7,182.7,72,4.1,4.15,105,25.5,1.62,,31.33,,25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,6.17%,5.35,1.5,2.11%,0.75,0.43,10.72%,0.22,0.31,7.69%,0.16,6,6.06%,3,1,3.92%,0.5,0.1,6.58%,0.05,0,0.00%,0,5.66,22.06%,2.83,3.33,5.84%,1.67,33,132.00%,16.5,2,18.18%,1,79,20.31%,39.5,87,11.92%,43.5,2,4,1,0
Athlete 172,2005,Under 14 Girls,0,4,,,4.95,4.82,78,,1.86,,,57.33,,19,691,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,0,0
Athlete 173,2005,Under 18 Boys,1,7,185.1,72.25,4.43,4.42,101,27.5,1.71,,29,,50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,0,0
Athlete 174,2005,Under 14 Girls,0,4,,,5.05,4.77,77,,1.93,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,0,0
